LIMIT_BAL,AGE,topay,BILLAMT,PAYMENT
290000,28,-4,41702,8292
20000,33,-9,0,0
200000,36,-6,47270,44219
350000,35,-3,81962,82330
300000,40,-4,223798,152361
160000,33,-6,38119,34116
140000,29,-6,14413,10636
50000,42,0,149216,6704
50000,25,8,286114,11513
160000,36,-6,4410,4410
120000,26,0,502606,19237
220000,35,-4,167295,211035
360000,35,-9,-618,0
20000,50,6,104999,7100
310000,26,5,38481,11200
480000,30,-6,64232,74756
260000,40,0,809780,30742
400000,36,0,25166,3761
360000,37,0,1773042,62085
20000,23,10,74021,5400
80000,35,0,257231,9567
270000,38,0,342148,29019
60000,45,0,56948,7331
420000,40,-11,19828,24697
240000,36,0,731136,166521
100000,45,-11,1505,1505
50000,56,0,230443,9000
20000,50,-1,111835,5020
180000,29,-2,468285,13537
420000,30,-6,92684,100234
30000,34,0,170593,5692
20000,44,0,117897,7080
140000,28,7,319458,15983
160000,25,-6,78812,74475
240000,32,-8,12000,0
150000,42,2,501195,22504
50000,37,0,250765,29000
80000,23,0,168696,5179
50000,23,0,128356,5676
240000,41,0,1341608,48140
90000,44,-10,539,0
180000,29,0,739617,25274
260000,31,0,313148,12773
10000,38,4,50586,4104
70000,40,-3,2730,1950
50000,27,0,232587,7221
500000,39,-5,275198,282533
50000,26,10,183629,7031
130000,23,-6,2448,1869
280000,49,6,194351,13209
200000,26,-2,63019,24624
300000,30,-8,8754,12042
200000,26,-5,14665,10284
10000,27,4,53159,6900
270000,33,-6,38523,35301
40000,42,-1,8240,3603
220000,30,-4,66290,48573
250000,43,-12,4130,4188
150000,27,-2,216966,66362
70000,42,9,229012,8100
30000,24,0,167088,12500
250000,32,-5,600651,325044
200000,30,0,359153,14770
180000,28,0,620571,29600
20000,32,12,64551,7364
50000,46,0,199002,7230
380000,37,0,512465,98532
230000,36,-6,8760,7062
60000,33,-3,6600,4355
380000,30,0,1051554,200914
130000,32,2,618030,26550
250000,36,0,804591,28047
200000,39,-12,38579,49302
20000,27,-4,8323,2086
180000,33,-9,0,0
460000,34,-1,124481,39000
200000,49,-6,39927,38407
130000,36,8,159247,7488
120000,40,-2,353485,83308
80000,49,-2,34673,9155
300000,40,-6,9569,10662
180000,33,0,214388,17018
90000,34,1,169051,55075
20000,24,2,114121,11663
70000,29,5,282852,28254
100000,42,-3,7988,5250
20000,22,5,110650,4120
200000,44,-1,172171,43740
50000,22,0,275765,11388
500000,44,0,775213,155455
110000,28,6,551519,21227
100000,29,14,499767,9500
280000,35,0,1008566,80063
90000,28,-1,368514,93500
20000,33,0,114995,12839
200000,30,-12,0,20271
50000,30,9,292428,12000
30000,42,3,83104,3293
30000,36,-2,2730,1950
180000,25,2,1061122,41520
130000,27,-2,173390,122724
50000,48,-1,180422,10800
40000,47,4,227131,11860
180000,40,0,135626,7726
200000,27,0,1047442,49349
310000,28,0,943526,137259
100000,30,0,521792,22201
280000,28,-12,28750,22410
80000,51,11,100321,5000
150000,30,0,449345,12891
140000,23,0,162822,15325
310000,27,-11,367368,215999
90000,28,-6,5100,7791
150000,42,-6,23222,23897
50000,24,1,67474,52022
330000,50,-4,25615,26779
240000,29,0,49931,16523
350000,32,-12,2988,4885
80000,25,5,187533,8444
150000,42,2,836597,36644
360000,43,-6,20043,15232
310000,32,0,348889,10879
230000,23,12,113453,38866
120000,33,12,544471,18800
180000,39,2,741775,29400
260000,24,0,339021,21140
210000,30,0,313506,13949
50000,37,3,163134,6020
10000,24,2,43723,6853
480000,44,-7,64655,44389
90000,30,4,453810,17700
30000,56,12,151646,4900
120000,35,3,474800,19970
500000,36,-12,221094,194297
170000,37,-12,1954,1630
20000,26,15,110556,5400
30000,39,0,180414,13280
230000,50,-12,17840,17835
40000,24,10,208923,19918
80000,43,27,410452,2000
280000,37,0,1069590,46500
20000,56,7,76537,9000
420000,32,0,1158455,42039
50000,26,-6,3486,3486
50000,27,4,198057,4899
50000,36,-6,104358,92674
230000,58,-4,57167,37912
80000,23,2,190631,10708
120000,28,0,726377,32006
120000,32,-2,7746,6960
30000,23,2,172581,11698
80000,31,-3,87270,18337
160000,30,9,907800,36619
360000,29,-1,211756,40076
30000,43,6,62281,2321
140000,27,0,357946,22000
30000,34,-7,65858,60025
280000,24,-4,10867,11069
300000,26,0,705254,18876
190000,54,0,1114925,39168
290000,35,-8,153504,289861
150000,34,5,286285,35634
230000,35,-12,0,0
50000,31,0,169481,7456
210000,31,-1,93305,40379
250000,44,-6,97381,93213
110000,26,0,263214,22300
340000,30,-5,143814,124429
380000,41,-1,268806,29836
30000,31,-3,1950,1560
360000,53,-12,3969,4119
50000,22,0,299335,13095
20000,24,0,115810,6246
130000,46,-1,80212,12702
50000,29,7,83977,5878
50000,24,-5,2730,2340
60000,57,2,286282,15919
120000,29,1,120968,62420
180000,37,-4,14680,22288
50000,28,-5,24082,22882
290000,36,-12,29053,31174
120000,29,0,586340,20803
120000,27,-6,5430,5430
230000,39,-2,37165,22640
280000,45,-6,7242,7242
50000,49,-8,36325,0
230000,25,0,72116,16745
500000,31,6,1818655,48589
90000,24,-10,520,0
260000,39,6,1330405,49610
360000,30,-4,243179,195052
80000,25,0,441616,18000
20000,26,0,67698,6169
80000,45,-5,8413,5839
170000,27,-1,430705,150997
50000,60,4,179925,8076
30000,25,0,123486,15999
280000,44,0,1227142,38443
410000,39,0,1791770,88054
160000,27,-4,24668,26953
290000,47,-12,-7204,8032
220000,58,-5,99358,160419
80000,44,-2,229057,4673
350000,42,-6,2460,2460
120000,25,0,184027,12475
120000,25,2,574062,24700
180000,26,-6,56543,54615
170000,26,0,556304,19218
30000,32,-9,21286,20819
270000,58,-12,7076,8407
20000,29,8,109419,8600
20000,35,0,31621,9895
20000,28,-9,0,0
200000,32,0,143056,7152
250000,51,-12,6811,0
390000,33,0,579773,118315
20000,29,11,75276,3270
240000,35,0,1091638,39877
480000,33,-1,2828656,481651
60000,22,6,128203,4000
180000,45,-6,2376,2376
160000,36,4,454360,30229
250000,51,-6,13579,13454
160000,29,-5,11240,7659
140000,26,-1,528347,127000
30000,24,2,174956,9279
80000,44,-5,7864,2824
50000,35,1,100298,10100
50000,42,0,221264,9271
70000,25,-7,45508,42212
160000,28,-1,228798,21349
180000,52,0,366988,12500
120000,48,-12,15703,13616
360000,47,-12,4230,2500
280000,35,-5,72561,72152
360000,29,-5,34890,46722
70000,32,8,115181,8509
300000,30,12,831101,40000
200000,50,-8,2615,2615
300000,24,-6,37315,38850
230000,38,-12,36471,25979
50000,27,-4,61393,3555
50000,36,2,274676,14290
200000,53,0,230387,65406
20000,41,-1,30644,11909
50000,24,0,162998,8616
20000,21,-6,38813,1500
310000,44,-12,16406,9835
100000,48,-12,5878,3456
150000,38,-9,0,0
80000,26,0,165843,14500
290000,24,-5,5400,12384
50000,21,0,38518,13000
20000,29,0,75823,6653
60000,22,0,265500,13000
340000,30,-2,146770,53105
200000,44,-9,-240,0
300000,31,-1,74555,15000
130000,28,0,665185,28700
360000,31,0,686015,31200
400000,46,-6,427729,435180
50000,25,0,230662,16922
200000,35,-5,17315,22473
180000,28,-5,9126,17311
10000,27,8,54446,4800
180000,63,0,302532,12056
170000,41,0,337736,12873
370000,28,-1,225288,19022
20000,41,2,118790,6446
120000,37,-1,94195,43760
310000,26,0,1714452,67018
150000,25,-6,22728,18396
120000,35,-5,13492,13792
80000,27,0,348024,85921
50000,36,2,149042,4612
340000,26,-6,59832,63415
80000,29,0,145018,7910
30000,23,7,166383,7700
20000,40,2,87147,7400
10000,22,2,34913,12870
20000,53,8,113933,8382
50000,36,0,378392,14484
290000,30,1,6582,59172
230000,30,-9,34248,45084
30000,40,2,15604,12502
480000,34,0,2310604,233983
20000,43,3,118492,5137
20000,22,8,48732,6300
260000,47,-6,10655,13150
300000,35,0,414485,99025
110000,48,0,519567,79530
60000,47,3,118864,19485
100000,41,-10,1724,1724
210000,25,-3,595383,183563
20000,42,8,109760,8200
30000,23,-6,16921,16393
30000,53,11,110727,3192
70000,26,0,62818,10500
190000,58,2,763449,27627
290000,38,0,542798,17916
170000,49,12,121060,5886
30000,35,0,166757,17405
160000,23,-2,161421,113160
350000,24,6,525145,120400
150000,30,-12,28547,16031
180000,28,0,959455,37706
100000,43,2,272204,10618
60000,54,4,288829,8779
50000,28,3,10781,4836
60000,37,0,188527,7788
500000,44,0,1258876,43784
30000,36,0,23793,2200
270000,41,-6,9801,10056
180000,29,-6,98575,98065
90000,41,12,494529,19400
400000,40,-9,0,0
240000,25,-5,610356,521842
60000,49,-9,0,0
50000,32,-1,138783,14788
160000,45,11,74972,5500
340000,43,0,115232,16723
50000,24,-1,221117,9000
40000,39,-12,23075,15120
50000,38,6,205555,10501
190000,30,-5,91436,103989
120000,38,1,2608,1304
130000,29,-4,27637,7778
400000,42,-5,4641,2666
220000,37,2,961046,43823
100000,56,2,506458,19800
260000,30,-6,16089,19877
210000,26,-3,2280,1290
200000,32,-2,22835,21621
450000,44,-12,77089,51542
180000,30,0,388770,12420
400000,37,-12,45991,47622
290000,48,-1,186846,9041
180000,30,-5,2649,2298
120000,34,-4,21583,22149
50000,29,8,186665,7450
300000,37,-6,4864,4996
60000,41,0,359422,15506
80000,52,4,151376,7700
400000,32,0,245689,35587
500000,55,-12,2237,2576
80000,32,9,438340,13250
410000,37,0,416904,25778
160000,69,-4,1141,1930
320000,39,-5,113725,76923
50000,41,0,307418,9388
340000,29,-1,106058,51757
250000,40,0,25201,97442
20000,39,0,96564,14863
150000,41,-6,9787,9787
370000,38,0,1142488,45500
240000,28,6,778521,14171
310000,28,-4,103400,390955
80000,32,8,16674,1300
50000,30,-3,17155,17622
210000,37,-6,8638,8313
50000,59,-8,25775,0
180000,40,-5,200419,55941
10000,26,32,14400,0
30000,23,-8,30830,0
50000,26,0,128582,6153
140000,31,-12,4862,3463
80000,32,-12,13153,13514
210000,46,-6,211039,120470
200000,35,0,867392,35000
20000,23,0,119746,6360
160000,42,-9,0,2535
130000,29,2,761021,29200
130000,42,-6,264288,6000
30000,25,-2,70129,20271
80000,40,0,436902,20356
20000,22,8,91384,7100
260000,46,-6,3797,4566
200000,41,-3,12653,8007
360000,37,-12,474,474
360000,33,-2,302618,162302
170000,39,-1,157854,31764
480000,38,0,2027512,76008
50000,47,4,283064,12190
20000,24,14,102775,5700
150000,27,0,406297,15911
360000,33,-12,1256,676
50000,45,2,122590,8504
240000,28,-3,33706,34480
220000,35,0,164044,8045
500000,37,-6,176631,152060
80000,29,2,425694,16670
500000,35,0,199307,21756
60000,27,7,230324,18012
80000,33,0,342013,6100
30000,24,2,175576,9300
400000,51,-9,32662,89357
180000,46,-12,4352,3962
250000,43,-6,103552,55948
60000,24,-2,59193,19420
50000,47,-6,63397,57646
10000,21,0,48433,3838
90000,29,0,45825,4646
110000,38,0,370771,12677
80000,45,10,233778,12927
20000,44,0,46914,4396
70000,27,2,208047,8890
130000,23,-4,57553,50024
150000,39,-6,15328,5461
170000,45,5,700050,28770
80000,25,-10,1672,0
150000,32,-1,779500,198500
220000,34,0,1104210,44751
110000,30,9,427225,14750
190000,40,-6,5946,5771
200000,48,0,1289659,38400
230000,28,-12,0,0
200000,30,0,812136,30657
190000,53,0,843157,31400
540000,38,-9,2208,5173
280000,47,3,8920,11504
140000,25,0,158836,11700
290000,48,-6,82439,54417
340000,34,0,1001288,125412
180000,37,0,347188,11214
20000,22,0,21521,20883
360000,28,-3,23653,10275
150000,28,-2,129368,11759
250000,49,0,1391564,56500
490000,50,-6,35853,25500
360000,49,0,796682,28271
30000,22,7,60736,30187
260000,36,-12,9630,10378
20000,24,8,122660,3200
50000,44,0,86338,11230
300000,45,-6,25330,64448
10000,26,-2,37380,11900
200000,31,-8,6235,5032
20000,25,-1,74169,7872
20000,24,0,112540,5217
220000,32,0,1100748,55000
270000,31,-12,0,0
450000,36,-12,31659,28001
30000,23,0,113528,33154
290000,25,-3,97727,72997
100000,49,6,411178,17100
220000,28,-6,56093,70197
310000,47,-12,51646,23000
50000,51,0,230786,7342
500000,49,-6,268005,409536
100000,22,3,450807,16500
150000,44,-12,0,0
500000,39,0,79055,41075
210000,38,-5,2514,2978
300000,32,-4,82017,75309
130000,29,-6,10246,6652
200000,68,0,1045002,39717
300000,40,0,641579,165370
20000,22,0,102734,15291
90000,53,0,170005,7788
70000,53,-1,4872,4422
60000,38,-5,31135,21835
70000,28,0,278572,26959
120000,27,-12,80836,68053
160000,29,-4,17091,10660
20000,42,0,116202,5743
140000,42,0,121970,25411
420000,47,-1,205509,76043
260000,36,-12,22836,20000
80000,24,0,116240,17448
30000,51,5,180586,8357
10000,26,10,30951,4800
540000,34,-6,6642,6514
20000,49,8,79043,10123
210000,28,-12,142472,145156
170000,44,-12,0,0
260000,49,-9,0,0
130000,54,0,499893,20400
120000,34,-5,16986,20204
200000,27,-4,5865,4375
120000,29,-5,5011,1187
200000,34,-12,8231,10116
320000,47,-6,36186,27532
10000,23,-2,20702,5900
90000,37,0,412979,104575
50000,23,-9,0,0
190000,35,0,1134599,44899
150000,33,-12,10479,3678
100000,41,3,447030,16559
160000,49,-2,481626,22277
20000,44,-3,2340,1950
300000,32,0,1031457,49582
80000,26,0,391537,13445
280000,33,-6,13393,28814
200000,29,-6,26393,22659
60000,55,7,264125,7511
30000,24,16,6300,0
150000,31,0,423534,18000
220000,27,-5,5564,5564
20000,24,2,86096,6165
340000,46,0,514233,21175
500000,53,-12,195501,165781
50000,41,0,90704,4743
20000,38,6,30470,3941
200000,58,0,668754,24094
60000,24,3,334699,12158
170000,34,0,688366,29315
130000,30,-6,23883,20050
200000,48,-6,2394,1392
20000,23,0,87805,5147
30000,54,0,130988,8798
180000,24,-5,37545,37545
50000,39,0,194790,12738
300000,51,5,1227113,49500
20000,45,-2,96269,6500
50000,25,-4,106182,3301
270000,40,-3,70422,41206
100000,44,-6,2340,1950
50000,25,4,228323,9800
230000,26,-3,6464,7313
190000,41,1,85662,2406
90000,29,0,494013,18763
150000,33,-6,19983,28643
50000,41,0,148451,15012
50000,46,0,114735,9127
50000,45,-4,136348,4506
130000,25,3,242287,8590
70000,42,-2,244814,37737
10000,21,0,37673,7200
80000,48,0,274754,13661
450000,36,-12,31012,30254
500000,45,-6,202526,102681
90000,42,12,249902,6700
180000,29,-9,0,0
90000,45,-2,87963,16451
200000,33,-1,493042,250432
150000,27,-12,0,0
320000,28,-12,3998,5997
200000,29,-10,2290,0
240000,37,0,86912,12000
80000,27,4,403930,17121
310000,26,-1,283869,34002
200000,46,-4,7710,7718
130000,53,0,551765,47607
220000,42,0,231050,34000
290000,50,-9,0,0
50000,55,0,202211,16099
280000,34,-4,37133,25323
50000,27,0,229933,7056
60000,48,0,363478,20000
240000,50,0,775089,28382
200000,36,-12,0,0
160000,38,0,673756,27920
290000,31,0,1413691,47960
30000,47,6,166581,12562
20000,27,-1,94223,28555
500000,36,-12,71287,71485
170000,33,-9,-1134,0
250000,29,-3,453205,56986
10000,22,-1,52853,11506
230000,31,-4,89530,76619
80000,48,8,206887,7252
130000,33,-4,14975,8495
50000,40,0,111376,7100
210000,26,-1,318562,37999
330000,42,0,425329,55000
150000,26,0,271205,117553
80000,44,-6,58991,61892
90000,42,0,65039,3607
20000,30,0,104796,7061
50000,31,0,202266,14996
150000,52,-6,7189,7239
80000,37,-9,0,0
200000,25,-1,142903,77579
240000,39,-6,68228,39079
30000,24,11,160876,8100
20000,22,3,55461,6130
230000,25,-12,1584,1584
100000,40,12,280038,11600
30000,27,10,163252,13000
260000,33,-12,38124,38920
100000,56,0,290701,11215
200000,40,5,974504,28235
90000,25,1,351580,85758
70000,31,4,81031,9000
140000,56,0,491722,17426
30000,22,3,216621,34850
160000,53,0,6335,3613
390000,47,-7,9881,8983
50000,49,4,208142,7500
160000,56,-4,9173,7109
50000,52,1,10211,2005
380000,37,-6,22918,8209
80000,26,0,759610,28735
350000,26,-12,0,0
200000,34,-6,29252,1000
50000,39,0,229036,8036
110000,36,12,363022,21998
400000,49,-12,137768,139450
30000,24,25,9000,0
360000,28,-9,0,0
130000,37,0,131244,7710
320000,34,0,49937,19000
50000,22,3,198168,7780
290000,29,2,710413,27216
20000,24,-2,60879,3599
40000,24,8,144014,4014
480000,53,-4,37032,52667
90000,41,0,275429,9490
210000,44,0,502899,29509
150000,46,-3,9837,2183
210000,47,-6,73499,71273
50000,34,0,290849,14627
500000,33,-3,13781,10804
100000,44,0,477064,17954
310000,39,-12,4721,10642
50000,24,0,207194,8436
200000,23,-12,4257,3869
120000,38,-1,138975,25725
280000,37,-6,12090,20481
30000,26,7,93663,5964
450000,30,0,189183,8557
270000,41,-2,3478,2230
600000,36,-12,113645,118430
400000,30,0,958324,79000
50000,25,0,147907,50833
470000,37,0,808156,33104
60000,26,0,296786,12713
210000,29,0,1063851,39400
160000,61,-5,2730,2340
350000,25,2,1607447,57076
260000,37,0,1075751,36433
80000,44,-3,59945,28234
80000,23,0,193409,7503
210000,30,1,4019,1454
50000,26,0,259280,11504
20000,34,-1,51163,17090
20000,26,3,107228,5331
20000,23,0,101660,6377
50000,48,0,180417,15461
80000,44,0,396162,15371
80000,26,0,282718,10454
20000,24,20,9900,0
50000,30,-2,214286,28013
60000,24,0,138112,14446
170000,43,0,399056,53000
340000,26,0,1156186,50922
360000,31,0,1551285,51417
280000,27,8,772287,47900
30000,24,0,180790,7472
260000,39,0,160738,8417
100000,45,-2,376116,91084
260000,32,0,927482,33935
50000,37,7,178929,5560
50000,29,-5,22065,17007
360000,32,-12,48741,39957
80000,34,-4,144486,4291
50000,23,0,152088,10800
150000,22,-1,81185,40204
300000,40,0,269366,14600
140000,30,-8,181501,103511
80000,28,0,432011,16000
30000,39,0,172666,11869
200000,32,-4,69539,56144
200000,25,0,904574,31983
220000,38,3,1330,1486
90000,35,4,326056,13300
30000,49,-12,5214,3036
50000,29,0,256333,9000
280000,35,0,1090177,51000
100000,24,11,85259,4100
400000,43,-8,15807,18262
250000,42,0,1394142,54380
190000,33,0,807999,98000
360000,40,4,26545,30258
30000,33,0,196071,6282
120000,39,-6,52780,23780
20000,44,10,82807,6700
50000,39,0,241244,12800
30000,41,3,118574,10155
120000,24,0,540610,20610
30000,23,0,160914,5544
500000,50,-4,14886,17905
160000,29,-2,50844,23019
120000,36,-6,113535,9711
340000,41,0,1765001,62955
360000,41,-6,2340,1950
20000,45,3,30929,5300
320000,29,-8,3900,3400
30000,57,9,155881,8387
230000,24,0,158524,25282
50000,23,12,281198,10000
480000,42,-12,8035,790
100000,50,0,567935,23865
110000,42,0,305968,11223
420000,34,-2,266728,138783
80000,34,6,418689,12613
70000,57,0,413797,15728
80000,22,-6,36858,15495
50000,29,12,157674,6125
20000,24,-2,7704,689
80000,26,-1,103554,20826
200000,37,0,1121547,42788
180000,36,2,954921,39200
300000,26,-1,314219,152012
80000,23,0,80373,82427
500000,29,-6,54542,37166
20000,27,10,35021,2591
110000,27,0,540185,19909
200000,28,7,391057,16000
100000,28,0,150794,29000
460000,38,-6,82033,66682
30000,49,2,149319,9900
50000,34,11,142053,5930
150000,25,0,597464,35050
200000,48,-12,36121,32317
150000,44,-7,1512,1512
300000,31,-5,26727,18247
70000,36,0,395177,22299
280000,37,-10,37932,41972
160000,26,-6,12000,8434
50000,45,-6,2340,2340
420000,36,0,219438,85018
40000,44,0,191074,19142
200000,33,-3,103788,103656
120000,38,-1,4072,1624
20000,24,2,104170,8000
110000,32,0,272694,22184
490000,31,0,2288421,82469
430000,43,-6,45947,34347
270000,32,-7,23972,10965
150000,36,1,749105,45602
110000,27,0,379167,36092
360000,53,-12,0,0
30000,33,4,180052,9459
70000,50,0,259408,28171
210000,42,-7,11214,20205
20000,38,0,92751,8754
70000,36,12,195766,9400
200000,27,0,754586,28157
10000,46,9,23315,4300
20000,51,0,98495,11762
350000,38,-6,58714,57064
20000,36,11,109056,7200
130000,51,0,470512,32002
110000,34,0,545231,86267
270000,37,0,711714,30000
160000,27,-12,4620,4084
230000,27,3,64332,7441
20000,26,10,1900,1150
130000,36,-6,20657,17369
50000,23,0,197415,8149
80000,27,7,23894,4521
420000,30,-2,90689,24755
450000,46,-12,239252,210260
260000,30,0,411911,14801
470000,31,0,505874,22700
10000,49,0,50993,3742
50000,23,0,260033,9425
180000,35,-12,22674,16256
50000,34,0,256674,10505
220000,38,2,1014694,46805
180000,31,-12,3043,4834
20000,40,12,63854,5523
250000,27,-1,85663,77708
70000,28,3,159945,10681
230000,29,-2,482969,169595
90000,38,-4,79167,51177
480000,47,-4,462464,178265
350000,38,5,425952,13500
60000,26,-2,41533,33603
50000,27,0,151682,8513
400000,29,-5,57966,99693
130000,28,-8,1656,1519
50000,48,0,262225,12529
140000,34,0,213810,34000
30000,27,12,189578,8626
140000,34,0,562757,23135
240000,39,3,1027436,29000
130000,33,4,418579,12118
90000,28,9,520412,13201
300000,29,0,410645,13600
200000,42,-12,0,665
150000,32,0,112555,39908
320000,30,0,218720,9655
110000,29,18,3300,0
160000,38,-8,6555,0
110000,45,0,110579,35000
230000,34,0,1085160,33938
240000,48,-12,2150,3969
160000,41,-4,7480,8976
240000,50,0,1338497,51488
30000,24,-6,34116,29396
280000,61,0,915368,35500
20000,33,0,21004,3447
240000,29,0,1211070,51100
200000,30,5,164475,125056
70000,29,12,278348,11700
70000,31,0,262649,8931
130000,33,0,450363,13774
500000,61,-9,0,0
290000,49,0,1057061,35704
230000,42,2,42321,7500
200000,39,-3,13087,17679
320000,32,-4,71382,48406
400000,46,0,729980,156000
500000,37,0,587658,90108
300000,39,-7,2451,1319
230000,32,0,245951,55120
170000,37,-12,0,0
360000,36,-12,20242,8869
30000,47,0,175769,6099
120000,57,0,625748,26013
170000,38,-12,330,1620
70000,24,2,192404,12600
50000,44,10,260291,9500
200000,39,0,1013495,34237
130000,27,-1,24005,8320
320000,33,-11,11959,15654
50000,37,-1,119428,14054
80000,34,12,470933,21500
230000,33,-5,170754,170384
70000,24,0,390115,17300
210000,31,1,740814,198583
140000,28,0,731406,28641
440000,39,0,1960250,55438
60000,31,6,132570,6700
220000,41,-6,26738,25687
430000,29,0,707124,33000
70000,34,0,371793,17004
290000,46,-8,15854,13824
180000,30,0,282618,15223
500000,30,0,463227,105987
140000,29,0,291148,20504
220000,32,-6,75943,57796
50000,35,0,171458,17500
60000,38,-2,88472,18047
290000,40,0,810993,38700
110000,37,0,460512,15741
290000,28,0,197506,20111
260000,28,0,764714,28605
450000,38,0,1747443,116013
140000,48,-2,16090,7782
90000,31,15,424133,72972
50000,32,-1,59763,29204
120000,68,4,745579,34746
140000,48,-7,959,959
140000,33,-6,15396,15396
50000,31,0,121385,7100
200000,27,-4,32937,38080
80000,46,0,280774,8224
400000,41,-3,83488,220480
110000,27,0,398662,18399
80000,38,0,401706,16044
120000,36,4,476633,26574
200000,36,-10,3401,3419
80000,48,0,278946,18025
50000,24,2,153236,7330
180000,33,-12,4616,3570
80000,43,5,152053,6594
100000,34,-7,4941,3022
80000,24,6,322369,14800
50000,23,-8,43634,0
230000,30,0,218228,16616
280000,45,0,896246,31494
50000,29,0,71821,5284
130000,30,0,571745,22044
360000,44,-12,18907,17770
30000,44,8,171359,8320
70000,24,-1,34391,5390
20000,55,2,180263,8033
60000,44,0,334495,12195
400000,66,0,733859,59200
180000,27,-2,114886,35043
200000,42,0,483753,14410
180000,33,-12,67050,68083
50000,47,0,266480,10893
150000,30,2,740307,32500
50000,36,32,14400,0
270000,33,-1,160687,58774
30000,28,-1,106727,22500
50000,46,-4,118433,5000
270000,35,-3,448785,176955
230000,28,3,1075880,39529
230000,25,1,958954,260127
50000,55,0,208332,6605
10000,37,-3,27600,14763
100000,46,4,495338,21300
150000,28,-5,142187,86254
370000,55,0,2089267,82069
140000,24,0,132827,26724
150000,23,-12,0,0
50000,57,0,293618,12046
90000,30,5,279640,12431
60000,23,3,102206,9347
280000,41,0,267389,12366
20000,26,13,176487,9100
100000,41,0,412548,15182
290000,47,0,1530299,52750
450000,37,-1,361265,112772
140000,37,0,823658,32220
500000,36,-12,3218,20193
160000,28,-3,18634,11461
30000,24,4,59844,38444
210000,30,6,301318,15670
20000,23,6,112748,6675
140000,31,-7,1011,1448
200000,37,-9,0,0
240000,34,0,408440,18595
70000,26,2,284521,12924
210000,43,0,163764,116492
470000,33,-4,13361,11010
50000,34,0,177452,8186
50000,37,0,290116,11481
130000,34,2,741402,30264
120000,24,0,475125,24000
200000,33,-9,0,0
20000,29,20,10800,0
50000,25,0,166282,21662
280000,49,-6,28197,27645
110000,36,0,547485,18572
50000,26,-1,231351,10000
30000,35,0,158550,21156
50000,29,2,184877,18000
80000,37,8,593331,23652
200000,41,-6,8980,11254
500000,38,-12,1523,0
150000,26,-8,265848,199811
160000,40,-6,4440,3725
20000,43,8,50703,5300
80000,36,-12,7371,8387
200000,42,-5,291680,194087
130000,31,7,371763,8959
240000,36,-7,-45,2245
20000,37,-2,20914,9269
200000,31,0,738592,360389
460000,28,0,2059431,70203
20000,23,4,112158,6987
80000,34,0,368590,19100
220000,45,3,953676,37600
250000,43,-9,96553,117669
450000,34,0,144934,93647
130000,38,-3,77253,39361
120000,27,-6,6156,6156
500000,34,0,419364,135007
80000,34,0,131509,3958
50000,33,0,242505,9674
500000,30,0,2768766,190152
110000,27,0,238644,10987
120000,30,3,636076,18554
30000,22,-12,25270,20091
250000,36,-2,76549,66961
100000,36,-6,11332,11499
390000,42,2,525613,27203
160000,29,-2,103534,31008
80000,48,-1,135806,70317
200000,35,4,973741,35451
330000,37,-8,8622,177
180000,62,-9,0,0
100000,43,-9,0,0
180000,32,-7,-596,144
160000,31,-1,7105,3833
140000,27,0,590536,22047
500000,26,0,261822,12426
70000,26,0,75645,12500
140000,45,0,210518,48429
50000,24,0,175873,8669
50000,55,0,152989,6689
340000,52,0,1501979,51100
80000,40,0,486632,20639
70000,44,12,272311,11536
210000,32,-5,25323,28245
400000,41,-3,166876,25488
240000,27,0,845611,31996
390000,45,0,366317,27000
90000,23,-7,8592,5860
20000,40,0,50316,4244
50000,51,2,214356,8600
500000,42,-2,64743,37363
70000,27,-3,159467,14362
460000,32,0,782316,148451
150000,43,0,858683,43047
200000,46,-1,789900,62662
110000,23,-1,269212,84392
200000,25,-5,9780,10299
200000,48,-8,198540,0
120000,48,-1,484874,63287
220000,31,-4,117709,4000
80000,26,-6,1950,1560
90000,40,-6,8054,8116
360000,32,0,768158,58226
500000,32,0,2572628,512001
20000,24,-4,2504,2504
110000,24,-5,82803,49567
50000,50,0,202204,7540
200000,46,11,476754,65000
16000,46,2,166328,14000
150000,34,0,480000,8000
230000,28,0,188410,21997
270000,35,-8,1518,4037
240000,28,-5,110710,109657
70000,47,0,402099,14310
110000,50,0,425064,14464
10000,29,0,34702,7018
280000,35,-1,408735,121446
110000,32,-6,91458,1900
500000,42,-9,649477,352438
280000,48,-4,134287,4310
40000,27,0,156598,42363
30000,32,8,165934,5490
80000,42,0,345866,14332
210000,40,-6,8344,10991
90000,23,2,382140,23100
20000,23,0,52176,3500
80000,39,-6,17034,16319
230000,35,-11,150,300
20000,38,-6,20780,23165
80000,42,10,464343,55557
200000,33,-5,388019,219184
60000,28,-5,74724,42843
240000,47,11,797825,35839
300000,43,-1,16363,9305
200000,33,2,1168334,38640
50000,29,-3,31744,5742
20000,27,-2,26689,5299
160000,50,-12,19432,18376
200000,28,-12,38702,4048
30000,25,10,164504,12400
470000,42,0,1904132,262000
200000,41,0,274654,18000
100000,49,-9,0,0
20000,35,0,102000,7847
330000,31,0,137215,8311
260000,30,0,296196,30297
200000,30,-8,8371,7183
590000,41,-12,37419,36856
320000,36,-6,15566,15566
270000,53,0,878150,158233
30000,24,4,120077,3407
260000,30,-9,1789,4590
210000,34,-1,250929,55213
80000,26,0,264947,10785
140000,56,0,621262,23002
