LIMIT_BAL,AGE,topay,BILLAMT,PAYMENT
20000,28,7,58446,4200
50000,34,0,20709,13908
200000,29,-5,36363,36363
110000,38,0,62836,11000
430000,51,-4,75528,149627
170000,34,0,237879,14000
280000,38,-5,24259,24259
20000,29,-6,42544,46490
230000,30,0,419230,16829
90000,29,2,525627,24965
230000,48,0,1619851,84850
210000,33,-8,151254,170578
20000,23,0,95310,5098
80000,26,-1,275585,35424
230000,39,-12,14986,14986
20000,48,1,4855,2905
450000,40,-8,35530,34726
50000,29,-12,0,0
20000,47,6,80000,6500
60000,24,0,280739,13534
210000,44,-12,10589,10594
200000,31,5,174950,8358
20000,24,5,30548,5941
50000,23,0,261030,7757
50000,24,0,264689,14047
50000,35,5,305287,10521
80000,29,3,472919,17566
50000,23,0,216070,7156
200000,42,0,343420,100000
120000,54,0,425134,14900
180000,35,-5,157438,88939
310000,38,-6,42286,19143
240000,29,-9,0,0
270000,40,0,114587,5314
20000,39,0,81011,4111
100000,28,2,83879,23000
500000,36,0,1773006,200967
50000,35,-1,186580,6671
20000,38,-7,20005,18080
20000,28,-2,79796,26433
50000,50,12,244564,8815
230000,23,0,450098,258304
240000,40,-12,1306,1306
360000,39,-5,44367,43371
100000,35,0,46101,6437
110000,51,6,74806,5600
50000,33,-12,1560,1170
280000,39,-12,4521,3957
80000,29,2,244417,10699
20000,23,0,42381,3953
110000,38,6,259627,10600
110000,28,2,538290,34027
50000,38,-5,7735,6679
50000,27,12,288252,11700
20000,34,0,105404,7100
150000,46,12,595227,124706
200000,56,0,1110884,41084
110000,27,0,570098,29000
360000,29,0,328006,37656
20000,54,8,108064,9371
350000,31,-3,668259,369512
20000,48,2,60987,8500
220000,55,-7,90132,210303
400000,27,-5,59958,61228
80000,38,0,389137,13328
250000,53,-4,6411,6437
150000,33,-6,2566,1550
500000,30,0,462184,24861
230000,35,-1,1024160,219600
240000,24,0,818538,114537
240000,33,0,337667,144051
90000,31,0,352738,25017
50000,29,0,170365,9620
10000,45,9,52013,8000
390000,29,-1,393330,132008
150000,26,-6,107935,119599
320000,40,0,1891706,81317
10000,23,-9,0,0
20000,51,3,100305,6900
100000,26,0,190313,65523
50000,37,3,215601,5896
120000,28,1,4440,3759
170000,53,0,797913,25800
90000,29,3,257204,56532
240000,41,-12,0,0
30000,50,-6,2340,4059
50000,45,2,145112,5174
20000,29,-3,64933,25628
290000,24,-7,243644,144955
260000,25,-2,96491,77379
390000,28,0,389878,27007
500000,43,-4,761573,819093
50000,28,0,185221,8165
80000,36,0,267837,47069
260000,36,-2,36230,18006
210000,40,0,639388,52204
50000,32,0,93748,4347
50000,23,-1,197420,43096
200000,24,0,263125,11120
30000,24,-1,26214,8400
50000,27,6,212315,59600
60000,59,-6,32418,32768
200000,33,-12,-108,0
30000,27,0,61031,15000
360000,38,5,135458,19116
80000,32,-12,18153,14694
170000,56,-6,82374,119688
50000,27,0,131825,8489
90000,25,6,259102,9101
150000,37,-3,386200,222372
400000,49,-1,20666,6919
400000,35,-8,1125,2301
30000,23,-2,55767,28207
390000,32,-5,34810,29354
320000,40,-5,400639,374466
230000,25,0,115056,37669
20000,24,8,94775,7000
330000,34,0,952524,142000
20000,31,2,21704,10559
130000,44,0,300767,19991
500000,31,-12,29722,3427
50000,23,-1,99585,25156
130000,30,-4,271337,6802
40000,27,0,211066,17349
330000,42,-4,603471,315428
220000,32,0,1234593,50710
190000,55,-6,24540,19836
50000,30,2,230040,10800
110000,28,0,470867,38766
50000,47,-3,73688,32170
50000,24,0,48200,5600
70000,30,4,214934,7876
230000,34,-12,-5860,2518
10000,50,32,14400,0
200000,46,0,37236,23878
100000,35,0,379987,11865
140000,25,0,485636,20005
140000,47,0,340327,36603
80000,29,0,383117,14201
280000,52,-8,1816,930
150000,31,-4,18008,12237
140000,24,7,274194,11279
380000,29,-5,2714,2379
80000,28,2,162334,5522
180000,41,-2,50112,3947
170000,26,6,368535,14051
70000,28,0,251858,14800
270000,36,-4,30905,23710
280000,31,-7,8321,13071
80000,36,0,137110,7889
140000,36,2,386968,18000
150000,36,0,1136968,46000
200000,26,0,152131,18114
400000,29,3,441953,17550
230000,45,-5,93003,82208
170000,28,2,277819,15000
160000,30,-9,0,679
30000,31,0,148631,23000
20000,22,2,84109,9015
200000,44,-8,12032,8049
110000,24,0,288904,81630
140000,30,-6,21153,10553
360000,29,0,78066,3478
140000,31,8,326558,15813
230000,32,0,913879,84000
120000,23,-12,3536,3151
120000,29,-9,0,0
60000,24,4,3160,2046
110000,29,-6,2046,2362
50000,23,-6,11000,12380
280000,39,0,309338,42502
30000,24,0,98138,29462
20000,22,0,32584,5700
90000,50,1,143024,23636
280000,31,-7,5611,10971
70000,24,0,376683,13937
210000,37,0,1097057,62416
20000,24,-1,12848,11679
230000,27,-6,2526,2526
20000,27,0,116747,5503
110000,46,0,665745,23970
20000,37,5,102896,4674
420000,46,0,1352866,54284
150000,27,-4,151898,88472
70000,48,12,393191,14400
50000,51,0,233683,8640
200000,30,-12,71311,28823
250000,37,0,557842,18654
220000,36,6,1144259,53100
220000,39,0,86284,9017
30000,38,2,56963,7377
370000,33,0,4231,3870
100000,32,0,381359,15549
70000,31,0,387445,12433
170000,30,0,814562,35048
360000,28,-12,0,0
90000,32,-8,8252,10023
20000,22,7,66471,2033
500000,33,-6,96675,98966
80000,22,-2,95018,28709
170000,49,0,785044,24500
50000,31,0,92424,7223
310000,31,6,888289,39200
200000,47,-8,665,665
20000,55,12,118429,4744
60000,27,0,217487,12997
360000,40,-3,24117,10054
160000,33,12,823469,34500
130000,25,0,536492,25000
50000,54,0,272347,13393
520000,42,0,2231651,74810
410000,50,0,1410626,51500
180000,24,11,638265,19978
20000,24,20,9900,0
260000,32,0,556701,22800
20000,24,6,97738,6334
80000,25,4,284075,13042
80000,29,2,145679,16394
240000,38,0,922264,41600
80000,41,0,257350,9900
220000,46,4,1266357,37501
190000,28,0,273617,13500
80000,32,3,443258,14100
230000,34,-6,2046,2196
180000,29,-7,33111,36107
80000,43,-8,2060,2060
30000,44,-4,47733,6347
350000,37,0,1463506,109632
200000,40,-12,26731,11135
420000,36,-6,43484,53330
300000,46,-6,152848,29853
80000,24,21,5700,0
100000,36,-6,76985,1000
480000,50,-6,56695,51190
10000,26,10,54688,1397
30000,29,0,94474,26515
360000,34,0,344212,8602
150000,40,0,436258,15917
120000,39,-6,1956,1956
30000,30,7,177885,10962
470000,54,3,2191420,70514
50000,24,0,190866,23155
120000,28,-6,21743,19213
360000,29,-3,44642,54711
360000,28,-5,1162,1360
100000,26,0,240260,20214
90000,49,0,349157,12287
240000,27,0,990676,23447
30000,27,1,167802,34421
150000,23,0,99246,78932
50000,31,2,139825,5737
70000,39,0,337110,30067
30000,26,5,38540,4700
20000,37,9,114920,4500
280000,41,-12,87290,79198
50000,23,-1,308333,16864
80000,27,1,48625,4589
300000,26,0,234445,10955
50000,29,-12,2900,2900
30000,28,0,168272,9312
50000,37,-6,50288,45650
50000,44,12,256364,9600
50000,23,4,107252,9200
120000,33,-2,86708,12026
180000,33,-3,137646,40086
50000,36,0,248002,8256
500000,32,-4,65893,47128
400000,26,0,341164,11115
180000,32,-4,54337,2429
80000,45,-2,88043,41384
80000,23,-3,26152,3000
240000,29,0,1297029,40238
150000,49,-5,21245,17434
500000,45,-10,2900,0
30000,23,0,177136,8980
200000,37,-1,47390,51400
300000,28,-7,23356,9343
120000,38,12,399737,16100
260000,30,-6,1267,1395
220000,31,8,1053233,43179
500000,54,-4,60266,45767
440000,28,0,341476,20000
330000,41,0,516154,38024
210000,44,-12,319,474
50000,27,8,272714,28000
100000,35,0,495363,18650
200000,43,-6,5182,2289
160000,31,-12,9019,9047
320000,27,4,1618381,62776
290000,40,2,857571,45349
50000,58,-6,14955,14514
50000,38,0,144600,5650
230000,30,0,819132,160339
130000,27,1,2794,2598
90000,55,4,333870,17003
90000,23,0,543658,24527
100000,32,0,312821,11566
290000,30,0,391040,23860
80000,26,2,480008,20230
200000,41,0,174873,25003
160000,34,-3,194601,91695
80000,25,-1,3744,2080
400000,35,-1,631530,78459
20000,22,12,122340,5152
100000,30,-2,106154,3841
60000,43,0,242968,13566
230000,34,-2,49319,33308
20000,37,5,122043,3250
240000,27,0,503532,33000
30000,32,-8,5096,1752
280000,53,2,42222,9200
240000,33,-1,961249,43000
390000,40,0,1183673,37043
150000,24,-12,22994,16519
260000,37,0,321368,24884
160000,40,-4,3793,4132
80000,41,0,51633,10000
40000,45,3,216053,4117
220000,30,-2,146211,66457
50000,30,-6,79518,65427
50000,42,0,243637,6642
380000,37,0,2606938,92031
120000,28,-4,103527,3947
90000,33,0,6014,6554
360000,39,-8,7946,9130
130000,40,4,62368,7865
50000,28,-6,3330,3435
50000,30,0,147120,79995
130000,29,-4,4494,3675
270000,50,-5,9113,6540
210000,30,-3,4382,3925
100000,29,12,466636,18600
110000,38,0,595928,21769
240000,48,0,1303838,48094
140000,62,0,851679,30800
30000,25,0,83544,7110
80000,34,0,445370,18016
90000,24,-1,99819,38755
30000,26,8,150984,6590
100000,38,0,369134,18436
200000,67,0,1004711,82033
280000,40,-6,47235,43889
150000,25,0,925898,34235
20000,30,8,59007,4350
240000,51,0,1188028,80473
330000,44,4,1516084,60408
30000,57,0,164575,7290
260000,28,0,1120009,31339
500000,40,-7,7462,5249
10000,24,0,52817,5962
360000,62,2,1071634,57000
70000,22,7,299879,6615
360000,34,-4,20545,9597
250000,34,2,1188743,45455
300000,36,-3,6749,5989
140000,29,-1,7024,4018
160000,43,-6,23118,18016
110000,37,0,509977,16758
100000,26,12,217045,14200
290000,53,-6,12890,16386
30000,28,-2,98285,4905
360000,30,-4,19458,9038
100000,25,2,403638,13210
140000,28,-4,-32158,103270
50000,23,2,198041,7905
70000,28,0,198285,14016
70000,55,0,281701,10612
360000,40,0,201794,42025
500000,33,-12,84829,83157
450000,40,-9,0,0
500000,42,-6,194144,178571
30000,35,12,171644,6500
150000,34,-6,2404,1485
100000,50,5,516608,114500
50000,38,8,183800,9900
50000,23,0,276931,35487
160000,39,-6,192838,89850
320000,35,-1,301534,22800
400000,24,0,706184,106938
270000,51,-1,147555,75973
30000,30,12,130653,5047
210000,31,-6,3709,3199
290000,35,-12,563076,14610
80000,25,0,343625,13707
350000,57,0,1613366,78000
30000,41,-12,0,0
220000,37,0,959868,40300
360000,34,0,579933,23127
160000,37,-3,4998,4998
10000,22,-4,26146,3036
90000,23,-4,205145,89358
290000,40,2,1370453,61048
270000,32,-1,155382,31386
220000,48,-10,11014,9824
130000,27,4,322567,14670
20000,23,-6,5673,6677
320000,36,4,1703400,62417
20000,36,-3,55514,24421
420000,26,0,137121,33013
100000,25,-5,4485,4485
50000,39,0,172507,20066
50000,33,8,179925,14000
100000,47,-2,6875,5203
120000,41,0,674318,25124
60000,27,7,282775,12800
50000,45,0,219505,17363
160000,41,0,81909,4771
150000,29,-2,320441,140070
120000,26,0,441432,20829
190000,40,0,596204,101200
140000,27,0,681075,31141
100000,28,-7,2197,2511
290000,26,0,245270,12316
130000,26,0,684237,32953
350000,32,-6,195833,130667
200000,34,-4,27961,16254
390000,44,-3,417057,284177
10000,22,8,54592,5500
400000,30,-6,22365,58000
320000,40,-6,64339,65789
170000,27,0,794626,37663
20000,43,12,78526,7200
300000,26,-12,0,0
60000,23,0,222223,10100
50000,34,0,165136,9750
200000,35,0,60724,23025
90000,49,12,470117,22500
350000,34,-12,19162,18288
100000,38,2,538121,24000
20000,22,0,111239,8042
150000,37,0,693414,29500
140000,30,0,40389,4958
50000,49,0,115562,8377
460000,39,-12,37142,43460
210000,39,3,5866,2650
20000,46,-3,1320,930
180000,35,0,311432,7886
210000,56,-4,99977,144171
50000,27,-3,91190,40726
80000,30,0,327805,16052
30000,30,2,157847,7291
50000,49,0,193722,9822
210000,28,-4,227909,94881
280000,30,-6,32984,10590
50000,23,0,182186,7782
50000,46,-1,176762,23765
220000,54,-5,1737,1737
360000,26,-12,14939,16197
150000,38,-6,46180,48859
50000,41,-4,152442,4663
10000,34,0,56615,4806
50000,27,4,7625,3871
60000,42,0,185007,9885
30000,38,5,179565,6583
220000,28,0,1101309,42907
190000,29,-4,63689,39311
50000,47,0,162659,13922
140000,31,0,641221,119060
270000,30,-4,11659,11659
210000,43,0,769939,204468
60000,29,8,250093,8765
80000,53,5,222542,10000
270000,33,-3,59625,13191
120000,55,0,28581,23801
160000,25,10,961021,30436
100000,31,-12,8752,34963
30000,28,5,168076,8200
60000,26,0,335840,12711
130000,40,12,387978,16400
80000,36,-12,245020,88216
300000,32,0,951084,48807
60000,26,1,5327,23617
160000,48,-9,0,0
180000,41,-1,250729,64445
80000,45,-2,72497,43627
20000,54,0,97600,13689
90000,24,5,76020,15105
80000,53,3,32410,5256
140000,34,-6,3590,4192
100000,33,4,450516,16100
150000,32,-6,43978,11540
120000,43,-7,1448,1283
40000,48,-4,5650,4243
90000,33,0,300270,11392
100000,35,0,302354,12139
150000,32,-12,51198,61481
220000,30,0,477162,48128
50000,49,0,135030,9088
160000,40,2,845498,39251
360000,31,-12,119822,114507
420000,30,0,518505,20245
270000,29,-12,6840,5850
50000,34,-9,450,1280
30000,41,3,148025,13045
50000,26,0,114777,11675
100000,48,1,38430,21449
80000,34,4,271644,1083
150000,54,-12,41035,42030
440000,49,0,2056636,71650
160000,30,0,351789,17800
120000,38,0,600158,101500
320000,35,0,229785,13701
200000,33,0,1027708,37750
50000,34,0,136399,6570
330000,57,-7,7138,7826
300000,40,10,36719,5000
360000,42,-6,21303,19136
320000,38,-4,2500,0
30000,25,9,133010,7500
150000,34,-7,300,600
130000,31,0,184344,16131
170000,28,0,668808,89209
150000,29,0,450064,94130
390000,36,-12,28957,28532
20000,48,2,44949,3578
320000,30,0,547895,30387
230000,33,0,322984,12400
230000,34,2,1232,1837
30000,22,5,117854,2903
300000,40,-3,14222,0
50000,37,0,173649,7780
70000,24,11,101661,5208
220000,31,-1,33328,16951
150000,33,-2,126678,10500
20000,51,4,111966,7993
50000,38,0,110429,6556
290000,31,-5,135708,74985
170000,31,2,991640,35500
120000,25,0,408469,59281
190000,31,1,27138,39724
50000,35,0,292234,15700
150000,28,-9,6642,6546
110000,52,2,344222,14410
10000,23,-4,24592,13356
50000,40,0,132875,21300
360000,40,-6,16940,15643
70000,43,0,237334,9444
200000,37,-12,10746,7869
10000,27,-10,499,0
60000,25,17,2850,586
50000,35,4,134270,5902
130000,24,2,237138,7705
50000,23,2,70084,6396
20000,36,0,112884,5064
30000,56,4,85796,7184
50000,25,13,266991,7400
200000,29,0,960764,33122
160000,38,0,871673,29220
10000,37,-2,31139,2732
30000,38,0,169946,22775
60000,47,-6,4176,3860
420000,25,-1,600621,119321
150000,30,-6,3766,1883
310000,31,-12,26115,29123
360000,26,-7,72444,33315
90000,25,2,489952,19900
140000,32,-2,119878,49908
500000,37,-4,495255,188854
20000,29,-5,26510,23641
260000,38,-10,7618,7391
20000,38,-1,57423,7077
110000,31,11,1424,200
390000,35,6,364331,12097
10000,26,0,64367,6192
180000,35,-6,3619,8866
460000,39,24,14970,0
50000,48,-1,199191,25568
30000,40,14,178117,6300
220000,45,-2,100993,65774
320000,42,0,117566,46659
30000,39,-5,4328,1751
110000,29,0,645235,25994
240000,28,6,24514,4170
30000,54,4,174263,13281
50000,41,-3,151432,25400
80000,32,0,368432,14000
150000,32,-12,3564,3564
30000,26,0,144675,10500
360000,28,1,5000,0
350000,47,0,504868,17602
270000,32,-4,334037,365252
50000,36,2,169927,15193
230000,42,-11,29465,27686
160000,25,9,517316,3849
50000,55,-10,1100,0
210000,31,0,857971,32111
20000,29,0,94385,6151
50000,23,2,160075,8208
30000,22,6,171699,9354
190000,39,0,513615,20523
150000,38,-12,74231,88062
200000,40,-4,46216,42777
280000,36,-12,17224,21449
500000,32,-3,124548,68660
50000,57,2,304772,12700
80000,23,0,255555,12100
70000,35,12,329376,16800
30000,23,8,160265,13200
340000,33,0,1899523,64138
360000,43,-4,39476,46371
320000,44,-6,371494,472574
180000,48,-3,8920,22234
20000,32,3,113666,5081
50000,26,0,283116,12500
280000,32,-9,0,0
30000,39,0,104725,9424
200000,42,-12,1672,4534
260000,44,-9,0,0
50000,41,11,157274,6500
120000,35,4,331767,17161
180000,28,-5,58710,59656
500000,30,0,700140,34922
520000,43,0,815350,123735
180000,46,-4,516874,30214
140000,26,0,538709,18065
30000,24,4,98458,3886
30000,51,-12,47396,46994
30000,29,0,161646,7710
100000,36,0,58351,28270
50000,31,-1,27504,13981
60000,24,-12,45882,40234
400000,38,-5,40868,36145
200000,43,-4,11707,7967
50000,44,7,115642,7075
300000,31,-3,53684,24919
210000,34,-2,1514,3512
280000,25,-1,16270,171660
70000,39,13,130401,6100
230000,30,12,1335727,76500
180000,32,12,479455,19900
110000,36,0,458798,22553
50000,28,10,278273,11611
150000,38,-6,26705,37063
80000,31,0,123526,27127
430000,36,0,1456234,55938
50000,41,-4,125318,4433
50000,46,3,241006,6795
90000,27,0,136051,8084
40000,27,0,74149,6418
110000,49,0,332728,19000
240000,29,4,227219,24000
210000,34,-8,3839,1338
20000,23,-4,16703,10381
100000,27,-4,267857,110149
20000,22,-3,65852,21322
60000,31,-8,22359,140
300000,31,-9,0,0
40000,56,0,194414,9765
220000,43,0,1231951,44014
500000,27,-6,55854,40291
180000,36,-1,317944,131965
410000,34,0,243389,29382
70000,50,0,208272,7482
50000,27,-4,21621,6957
280000,35,0,5153,5309
80000,26,0,381258,12663
100000,53,2,281845,11645
220000,34,-6,4606,4746
50000,23,-8,19553,19942
80000,26,5,247898,9659
380000,31,0,1003728,155866
80000,31,0,446312,22600
300000,30,-6,3813,5438
110000,26,-4,306383,6860
220000,29,-12,70848,73957
30000,35,0,156422,9453
20000,27,-5,38495,37373
50000,51,10,146009,35000
210000,24,0,256056,12107
200000,25,-2,98864,14191
210000,32,0,859496,191375
360000,30,-4,290063,389240
50000,61,2,151081,13122
50000,34,0,129577,8583
50000,36,-4,103329,3166
30000,40,1,54341,3020
130000,30,-9,-5645,0
180000,29,-11,32724,43471
50000,33,7,116850,7571
190000,38,-2,32520,16592
50000,29,0,202201,16512
50000,32,12,284680,10885
160000,26,2,59662,11500
100000,52,11,103085,5600
130000,48,-2,3510,2340
50000,36,0,182751,8002
200000,51,2,817780,35688
150000,34,11,332581,16000
300000,42,0,654948,34200
200000,39,-9,12717,133213
20000,36,2,116532,22000
30000,26,-1,119559,32905
90000,24,0,146283,9610
50000,39,0,181998,6910
240000,39,-6,28345,24553
170000,40,0,902865,37100
300000,35,-3,85048,9551
30000,30,1,60484,389
200000,45,-6,53461,43323
50000,40,0,248511,28395
200000,43,2,887673,45700
290000,27,-2,55487,6300
60000,29,12,303107,11520
50000,23,3,212146,7400
100000,25,17,347319,13100
20000,44,0,87217,4251
100000,41,2,448892,20300
50000,25,0,132438,35574
50000,26,-2,119248,23030
130000,33,0,723860,28650
100000,39,-4,194755,101160
80000,26,0,327220,11900
230000,31,-9,2924,4111
80000,36,17,2850,1000
230000,38,-7,3474,1158
230000,44,-6,110185,72394
50000,52,-12,0,0
90000,24,-7,70705,50863
40000,24,6,180720,6564
10000,29,28,852,0
360000,37,-6,6375,6252
50000,41,6,193142,21600
160000,43,-3,625,1071
350000,56,0,1205350,38012
30000,31,-4,27681,46184
110000,40,0,509712,19237
50000,41,0,192715,6167
50000,24,-4,90226,48009
120000,48,0,448019,20783
190000,34,0,615715,127397
230000,36,2,25866,17187
200000,47,5,1070926,34247
80000,25,6,239166,12875
280000,29,0,362765,15918
450000,42,0,148391,62630
100000,40,0,413139,12873
120000,28,-6,16656,20873
20000,26,0,47275,9000
30000,43,0,101086,5572
130000,29,0,594401,21749
230000,30,0,1243966,45852
50000,29,8,78320,5500
120000,36,-1,197359,9800
50000,22,-4,90760,13175
20000,37,28,14400,0
150000,26,-2,151693,7643
50000,41,-2,36848,14341
50000,40,0,255434,12674
260000,42,-6,3277,3542
80000,44,0,1500,600
230000,26,-9,0,8618
140000,36,0,331103,15800
490000,52,-6,40486,37477
290000,44,-12,0,0
70000,30,8,124256,7842
20000,24,-11,41705,42129
360000,28,-9,0,0
50000,37,-1,98618,15398
240000,38,0,1279092,119000
380000,56,-12,30475,38184
220000,36,2,27810,13953
180000,29,0,483523,23316
180000,38,-6,1956,1956
50000,22,-3,42997,20163
210000,50,-6,2100,2490
180000,43,-5,164115,129152
280000,30,0,1302551,166023
700000,39,-3,375289,96834
170000,35,-2,547819,25016
210000,39,-6,8658,8658
80000,34,-1,105342,41131
200000,52,5,966367,24923
140000,30,-6,5450,3700
10000,24,5,14752,1650
140000,61,0,629959,27100
10000,41,0,40380,11946
70000,34,2,193394,20200
310000,37,0,1079136,110380
70000,27,4,169157,10000
30000,53,0,166596,7851
180000,36,0,668882,14771
70000,44,7,69187,6116
180000,45,-6,24771,22896
360000,33,-6,7368,5649
50000,56,0,232675,8728
230000,37,-12,1393,3518
130000,33,-6,593,1388
240000,32,-12,18934,18941
130000,39,11,439958,18000
110000,27,5,594388,17295
150000,27,0,427548,45542
280000,29,-10,12060,157156
80000,41,0,412596,44367
120000,58,-6,2376,2376
50000,24,0,43062,4664
270000,43,0,226459,8400
50000,43,32,14400,0
200000,28,-6,28547,31552
130000,27,0,208927,9495
290000,40,-10,13017,12381
20000,52,5,84318,6518
280000,46,-6,16571,5645
210000,25,-5,26303,19377
250000,26,10,11008,11600
200000,28,-12,1861,894
130000,27,-9,0,0
90000,23,0,282116,22019
180000,30,2,55352,28842
230000,27,0,858777,39078
360000,26,0,1850309,64147
50000,34,2,225319,9713
170000,29,0,719455,26918
400000,33,-3,64424,31677
90000,40,11,253153,10942
110000,37,4,655759,28608
50000,33,3,236538,12870
220000,39,0,845234,37318
70000,57,0,70717,9557
390000,37,0,1116916,51381
50000,40,-7,39830,19961
70000,33,0,336524,11058
110000,31,-8,16759,2491
200000,44,-12,48738,50092
60000,25,0,174606,23000
200000,36,-6,12190,12985
50000,37,0,232636,17660
90000,25,2,536785,24600
320000,39,0,564818,31324
440000,35,0,1590980,55700
10000,29,0,47599,5638
360000,55,-6,79093,86827
30000,35,1,141366,33332
120000,33,2,126024,7900
30000,35,7,70798,3606
260000,33,-3,624422,154199
180000,47,-6,1918,2357
50000,65,11,75791,4500
210000,48,0,631134,21460
10000,31,2,56801,7254
80000,22,8,396627,8413
20000,48,12,103441,4092
50000,36,0,161428,10523
170000,34,-7,99109,100000
180000,34,-3,71517,25898
160000,51,-6,28356,26700
440000,32,2,1840714,67227
100000,24,0,442638,22758
450000,36,-6,20605,45247
260000,32,0,886602,34218
210000,30,-6,12127,11497
50000,53,2,93069,9200
10000,27,0,44862,7507
150000,49,-5,61349,55694
280000,31,-3,6760,6278
130000,43,0,629084,27697
100000,31,-2,311366,87348
290000,43,0,1309628,62000
330000,34,-6,86947,324587
580000,31,-6,17919,17194
430000,38,-12,112425,77479
50000,27,0,283911,39250
30000,24,12,1050,150
80000,37,3,369628,16734
120000,41,-6,35958,28126
320000,29,0,1192113,57000
280000,26,0,1422505,52058
50000,38,0,210669,13000
310000,36,-6,21956,20263
20000,45,-5,1170,1560
30000,22,9,75472,5721
380000,57,0,2137297,282954
60000,46,15,272782,14300
220000,25,0,1213359,41867
30000,30,0,63148,5136
280000,35,0,1641400,59743
50000,47,12,233477,6695
130000,27,-9,0,0
30000,27,-2,28682,2504
30000,24,7,120077,7519
400000,32,-2,124862,55225
20000,50,2,115903,6466
100000,54,0,233305,9043
10000,22,-7,1000,1000
20000,56,9,66771,8000
50000,40,9,191836,8010
50000,42,13,270218,6685
310000,26,-12,297,0
400000,33,0,286897,20000
240000,35,-5,95680,86167
400000,41,-5,185501,149937
30000,35,2,171962,9400
200000,43,6,3100,2500
60000,39,3,296287,27700
500000,44,0,542780,60000
130000,33,0,703552,29418
20000,25,4,93457,7400
200000,30,-3,45039,28258
360000,29,-6,12568,11498
210000,35,0,334785,12731
20000,27,12,115694,3817
400000,44,-3,121915,77215
50000,52,16,241477,10386
100000,36,4,77984,12000
210000,38,0,1129093,51000
50000,26,-7,3243,1252
500000,35,-5,106687,80659
130000,31,0,771168,30800
80000,56,0,364940,22884
360000,33,0,36121,5401
100000,27,0,498416,18044
140000,38,0,232662,11640
360000,42,-2,273985,145834
280000,36,-7,10876,6396
360000,35,-3,49139,26488
400000,53,-1,930327,140396
140000,27,-3,586129,167547
280000,31,-12,34091,26135
80000,32,0,155234,39000
20000,38,0,79044,11410
50000,27,0,113112,6435
460000,39,-6,58960,49094
180000,33,-6,13759,16188
30000,54,2,164850,11100
90000,28,0,335175,11648
50000,51,0,189950,26944
200000,36,-9,0,0
100000,36,12,346771,17300
360000,33,-4,30867,18967
250000,33,-12,27370,28402
150000,34,-12,86822,81126
200000,27,-2,44489,34464
100000,30,0,444592,17807
20000,43,1,95900,8600
40000,31,0,199470,9264
200000,37,-7,2786,2960
400000,29,-6,59273,57650
150000,28,0,81126,10900
80000,33,0,403209,15720
160000,27,-5,41335,39927
30000,41,0,144805,7647
100000,26,-3,19223,13974
100000,47,4,405676,18000
30000,23,16,178233,5000
280000,31,-6,271,168
210000,54,-3,5020,5739
290000,42,0,121893,35168
60000,30,0,362178,12750
70000,26,5,242283,9800
20000,34,7,108332,24253
340000,29,-1,31214,21254
100000,32,-10,4270,0
250000,30,0,1018103,68400
240000,28,-9,86545,43698
160000,26,-1,167464,93476
210000,40,-7,30888,33699
220000,31,-12,5036,6224
50000,27,4,189328,10864
500000,41,0,510628,14761
240000,38,7,291658,20095
330000,24,0,1797425,70913
500000,41,-3,195043,113153
110000,25,-12,349816,11100
20000,51,-3,32824,1780
90000,41,5,529139,18579
200000,41,-6,19977,28657
760000,54,0,2791087,118533
30000,28,0,162308,8100
100000,33,2,608302,38650
140000,24,2,438647,23000
410000,38,6,997669,28402
200000,37,-9,0,0
360000,26,-12,12568,14293
200000,29,-6,98595,105087
50000,51,0,172286,6817
80000,30,0,102156,2646
50000,31,-6,43200,6000
320000,39,-2,986877,691377
230000,34,0,80777,17080
30000,56,26,175396,0
350000,42,-3,34082,34232
100000,50,12,282978,13441
30000,27,0,125416,8390
50000,35,2,31208,6290
150000,31,-2,363373,6633
20000,52,2,90013,7740
20000,43,-9,0,0
50000,39,4,39326,20740
60000,28,0,31379,20610
190000,31,0,894199,29086
50000,55,2,195436,6869
50000,25,0,278085,10685
150000,31,12,836124,24256
100000,41,-5,4789,3413
420000,29,-12,19334,23180
150000,24,-6,3169,10885
480000,39,0,2092536,94825
450000,46,-6,6810,6810
120000,24,-12,1000,1000
440000,29,0,936857,75063
170000,27,0,214701,15000
70000,32,8,115283,11000
230000,44,-5,39212,16150
30000,47,6,102069,6288
150000,43,1,3328,1664
150000,23,0,969800,43000
50000,38,-4,13755,2100
150000,34,8,795045,39300
500000,37,0,149480,18790
180000,42,-5,40853,49179
80000,31,-4,160247,3271
150000,28,0,94441,10950
300000,43,-7,24545,3069
250000,35,0,1177402,175877
20000,29,-4,44953,13000
20000,39,14,94652,5000
200000,27,-5,122269,114208
150000,26,-12,3627,0
360000,33,-9,0,0
400000,37,0,546419,190006
150000,37,0,663727,23509
80000,36,0,330716,17905
480000,37,-6,30705,26574
300000,35,-7,150000,150267
20000,22,7,118790,6987
80000,26,0,262227,6598
370000,33,2,471780,23403
30000,24,-12,745,1675
80000,36,-6,20872,18542
250000,42,8,1880425,294625
50000,23,11,96175,11721
210000,29,-9,0,0
360000,34,-9,0,0
120000,39,-7,915,915
160000,32,3,21840,3594
120000,28,-2,166013,6734
50000,22,-9,0,0
30000,25,0,176453,8560
200000,31,0,999673,45600
50000,22,0,225950,7841
50000,24,0,126332,15472
40000,44,0,91351,5561
100000,42,4,424486,18354
20000,23,-12,16530,7120
200000,37,-4,132332,113526
